++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
 Tue Jun 28 11:57:23 2016
 a 1.1 b -90 a 0.8 b -90 a 0.2 c 0.6 180 a 0.6 b -90 a 0.8 b -90 a 1.2 
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
      length        time  angle(tem)  angle(ave)  angle(des)        C_PI   field dir temperature
        4.52      153.79      -85.24      -85.50      -90.00       18.67     -131.77       63.85
        4.52      153.84      -85.24      -85.24      -90.00       18.67     -131.81       63.85
        4.52      153.89      -85.60      -85.33      -90.00       18.67     -131.88       63.74
        4.52      153.94      -85.60      -85.51      -90.00       18.67     -131.93       63.74
        4.52      153.99      -85.91      -85.68      -90.00       18.67     -131.95       63.66
        4.52      154.04      -90.00      -86.69      -90.00       18.67     -131.89       63.66
        4.52      154.09      -85.60      -86.76      -90.00       18.67     -131.83       63.63
        4.52      154.14      -85.91      -86.93      -90.00       18.67     -131.86       63.63
        4.52      154.19      -85.91      -86.94      -90.00       18.67     -131.97       63.74
        4.52      154.24      -90.00      -86.94      -90.00       18.67     -132.00       63.74
        4.52      154.29      -90.00      -88.98      -90.00       18.67     -131.85       63.72
        4.52      154.34      -90.00      -88.98      -90.00       18.67     -131.85       63.72
        4.52      154.39      -90.00      -88.98      -90.00       18.67     -131.86       63.62
        4.52      154.44      -90.00      -90.00      -90.00       18.67     -131.79       63.62
        4.52      154.49      -90.00      -90.00      -90.00       18.67     -131.79       63.73
        4.52      154.54      -90.00      -90.00      -90.00       18.67     -131.79       63.73
        4.52      154.59      -90.00      -90.00      -90.00       18.67     -131.79       64.04
        4.52      154.64      -90.00      -90.00      -90.00       18.67     -131.79       64.04
        4.52      154.69      -90.00      -90.00      -90.00       18.67     -131.79       63.57
        4.52      154.74      -90.00      -90.00      -90.00       18.67     -131.79       63.57
        4.52      154.79      -90.00      -90.00      -90.00       18.67     -131.88       63.89
        4.52      154.84      -90.00      -90.00      -90.00       18.67     -131.80       63.89
        4.52      154.89      -90.00      -90.00      -90.00       18.67     -131.80       64.04
        4.52      154.94      -90.00      -90.00      -90.00       18.67     -131.80       64.04
        4.52      154.99      -90.00      -90.00      -90.00       18.67     -131.80       63.77
        4.52      155.04      -90.00      -90.00      -90.00       18.67     -131.80       63.77
        4.52      155.09      -90.00      -90.00      -90.00       18.67     -131.80       63.75
        4.52      155.14      -90.00      -90.00      -90.00       18.67     -131.80       63.75
        4.52      155.19      -90.00      -90.00      -90.00       18.67     -131.80       63.78
        4.52      155.24      -90.00      -90.00      -90.00       18.67     -131.80       63.78
        4.52      155.29      -90.00      -90.00      -90.00       18.67     -131.80       63.89
        4.52      155.34      -90.00      -90.00      -90.00       18.67     -131.80       63.89
        4.52      155.39      -90.00      -90.00      -90.00       18.67     -131.80       63.83
        4.52      155.44      -90.00      -90.00      -90.00       18.67     -131.80       63.83
        4.52      155.49      -90.00      -90.00      -90.00       18.67     -131.80       63.81
        4.52      155.54      -90.00      -90.00      -90.00       18.67     -131.80       63.81
        4.52      155.59      -90.00      -90.00      -90.00       18.67     -131.80       63.93
        4.52      155.64      -90.00      -90.00      -90.00       18.67     -131.80       63.93
        4.52      155.69      -90.00      -90.00      -90.00       18.67     -131.80       63.79
        4.52      155.74      -90.00      -90.00      -90.00       18.67     -131.80       63.79
        4.52      155.84      -90.00      -90.00      -90.00       18.67     -131.80       63.89
        4.52      155.89      -90.00      -90.00      -90.00       18.67     -131.80       63.81
        4.52      155.94      -90.00      -90.00      -90.00       18.67     -131.80       63.81
        4.52      155.99      -90.00      -90.00      -90.00       18.67     -131.80       63.54
        4.52      156.04      -90.00      -90.00      -90.00       18.67     -131.80       63.54
        4.52      156.09      -90.00      -90.00      -90.00       18.67     -131.80       63.37
        4.52      156.14      -90.00      -90.00      -90.00       18.67     -131.80       63.37
        4.52      156.19      -90.00      -90.00      -90.00       18.67     -131.80       62.97
        4.52      156.24      -90.00      -90.00      -90.00       18.67     -131.80       62.97
        4.52      156.30      -90.00      -90.00      -90.00       18.67     -131.80       62.72
        4.52      156.35      -90.00      -90.00      -90.00       18.67     -131.80       62.72
        4.52      156.40      -90.00      -90.00      -90.00       18.67     -131.80       62.15
        4.52      156.45      -90.00      -90.00      -90.00       18.67     -131.80       62.15
        4.52      156.50      -90.00      -90.00      -90.00       18.67     -131.80       61.92
        4.52      156.55      -90.00      -90.00      -90.00       18.67     -131.80       61.92
        4.52      156.60      -90.00      -90.00      -90.00       18.67     -131.80       61.39
        4.52      156.65      -90.00      -90.00      -90.00       18.67     -131.80       61.39
        4.52      156.70      -90.00      -90.00      -90.00       18.67     -131.80       61.05
        4.52      156.75      -90.00      -90.00      -90.00       18.67     -131.80       61.05
        4.52      156.80      -90.00      -90.00      -90.00       18.67     -131.80       60.67
        4.52      156.85      -90.00      -90.00      -90.00       18.67     -131.80       60.67
        4.52      156.90      -90.00      -90.00      -90.00       18.67     -131.80       60.15
        4.52      156.95      -90.00      -90.00      -90.00       18.67     -131.80       60.15
        4.52      157.00      -90.00      -90.00      -90.00       18.67     -131.80       59.74
        4.52      157.05      -90.00      -90.00      -90.00       18.67     -131.80       59.74
        4.52      157.10      -90.00      -90.00      -90.00       18.67     -131.80       59.33
        4.52      157.15      -90.00      -90.00      -90.00       18.67     -131.80       59.33
        4.52      157.20      -90.00      -90.00      -90.00       18.67     -131.80       58.98
        4.52      157.25      -90.00      -90.00      -90.00       18.67     -131.80       58.98
        4.52      157.30      -90.00      -90.00      -90.00       18.67     -131.80       58.37
        4.52      157.35      -90.00      -90.00      -90.00       18.67     -131.80       58.37
        4.52      157.40      -90.00      -90.00      -90.00       18.67     -131.80       58.16
        4.52      157.45      -90.00      -90.00      -90.00       18.67     -131.80       58.16
        4.52      157.50      -90.00      -90.00      -90.00       18.67     -131.80       57.69
        4.52      157.55      -90.00      -90.00      -90.00       18.67     -131.80       57.69
        4.52      157.60      -90.00      -90.00      -90.00       18.67     -131.80       57.34
        4.52      157.65      -90.00      -90.00      -90.00       18.67     -131.80       57.34
        4.52      157.70      -90.00      -90.00      -90.00       18.67     -131.80       56.71
        4.52      157.75      -90.00      -90.00      -90.00       18.67     -131.80       56.71
        4.52      157.80      -90.00      -90.00      -90.00       18.67     -131.80       56.45
        4.52      157.85      -90.00      -90.00      -90.00       18.67     -131.80       56.45
        4.52      157.90      -90.00      -90.00      -90.00       18.67     -131.80       56.00
        4.52      157.95      -90.00      -90.00      -90.00       18.67     -131.80       56.00
        4.52      158.00      -90.00      -90.00      -90.00       18.67     -131.80       56.00
        4.52      158.05      -90.00      -90.00      -90.00       18.67     -131.80       55.77
        4.52      158.10      -90.00      -90.00      -90.00       18.67     -131.80       55.77
        4.52      158.15      -90.00      -90.00      -90.00       18.67     -131.80       55.34
        4.52      158.20      -90.00      -90.00      -90.00       18.67     -131.80       55.34
        4.52      158.25      -90.00      -90.00      -90.00       18.67     -131.80       54.86
        4.52      158.30      -90.00      -90.00      -90.00       18.67     -131.80       54.86
        4.52      158.35      -90.00      -90.00      -90.00       18.67     -131.80       54.60
        4.52      158.40      -90.00      -90.00      -90.00       18.67     -131.80       54.60
        4.52      158.45      -90.00      -90.00      -90.00       18.67     -131.80       54.14
        4.52      158.50      -90.00      -90.00      -90.00       18.67     -131.80       54.14
        4.52      158.55      -90.00      -90.00      -90.00       18.67     -131.80       53.85
        4.52      158.60      -90.00      -90.00      -90.00       18.67     -131.80       53.85
        4.52      158.65      -90.00      -90.00      -90.00       18.67     -131.80       53.57
        4.52      158.70      -90.00      -90.00      -90.00       18.67     -131.80       53.57
        4.52      158.75      -90.00      -90.00      -90.00       18.67     -131.80       53.24
        4.52      158.80      -90.00      -90.00      -90.00       18.67     -131.80       53.24
        4.52      158.85      -90.00      -90.00      -90.00       18.67     -131.80       52.90
        4.52      158.90      -90.00      -90.00      -90.00       18.67     -131.80       52.90
        4.52      158.95      -90.00      -90.00      -90.00       18.67     -131.80       52.65
        4.52      159.00      -90.00      -90.00      -90.00       18.67     -131.80       52.65
        4.52      159.05      -90.00      -90.00      -90.00       18.67     -131.80       52.22
        4.52      159.10      -90.00      -90.00      -90.00       18.67     -131.80       52.22
        4.52      159.15      -90.00      -90.00      -90.00       18.67     -131.80       51.93
        4.52      159.20      -90.00      -90.00      -90.00       18.67     -131.80       51.93
        4.52      159.25      -90.00      -90.00      -90.00       18.67     -131.80       51.71
        4.52      159.30      -90.00      -90.00      -90.00       18.67     -131.80       51.71
        4.52      159.35      -90.00      -90.00      -90.00       18.67     -131.80       51.43
        4.52      159.40      -90.00      -90.00      -90.00       18.67     -131.80       51.43
        4.52      159.45      -90.00      -90.00      -90.00       18.67     -131.80       51.17
        4.52      159.50      -90.00      -90.00      -90.00       18.67     -131.80       51.17
        4.52      159.55      -90.00      -90.00      -90.00       18.67     -131.80       50.82
        4.52      159.60      -90.00      -90.00      -90.00       18.67     -131.80       50.82
        4.52      159.65      -90.00      -90.00      -90.00       18.67     -131.80       50.48
        4.52      159.70      -85.91      -88.98      -90.00       18.67     -131.80       50.48
        4.52      159.75      -85.91      -86.94      -90.00       18.67     -131.80       50.24
        4.52      159.80      -85.91      -85.91      -90.00       18.67     -131.80       50.24
        4.52      159.85      -85.91      -86.94      -90.00       18.67     -131.80       49.97
        4.52      159.90      -85.60      -86.93      -90.00       18.67     -131.80       49.97
        4.52      159.95      -85.60      -85.83      -90.00       18.67     -131.80       49.74
        4.52      160.00      -85.60      -85.68      -90.00       18.67     -131.80       49.74
        4.52      160.05      -85.24      -85.51      -90.00       18.67     -131.80       49.53
        4.52      160.10      -85.60      -85.42      -90.00       18.67     -131.80       49.53
        4.52      160.15      -85.24      -85.33      -90.00       18.67     -131.80       49.21
        4.52      160.20      -85.24      -85.13      -90.00       18.67     -131.80       49.21
        4.52      160.25      -84.81      -84.91      -90.00       18.67     -131.80       48.98
        4.52      160.30      -84.29      -84.55      -90.00       18.67     -131.80       48.98
        4.52      160.35      -84.81      -84.55      -90.00       18.67     -131.80       48.61
        4.52      160.40      -85.24      -84.91      -90.00       18.67     -131.80       48.61
        4.52      160.45      -85.24      -85.13      -90.00       18.67     -131.80       48.47
        4.52      160.50      -85.24      -85.33      -90.00       18.67     -131.80       48.47
        4.52      160.55      -85.24      -85.33      -90.00       18.67     -131.80       48.21
        4.52      160.60      -85.24      -85.33      -90.00       18.67     -131.80       48.21
        4.52      160.65      -85.24      -85.42      -90.00       18.67     -131.80       48.00
        4.52      160.70      -90.00      -86.76      -90.00       18.67     -131.80       48.00
        4.52      160.75      -90.00      -87.86      -90.00       18.67     -131.80       47.53
        4.52      160.80      -90.00      -88.81      -90.00       18.67     -131.80       47.53
        4.52      160.85      -90.00      -90.00      -90.00       18.67     -131.80       47.37
        4.52      160.90      -84.81      -88.70      -90.00       18.67     -131.80       47.37
        4.52      160.95      -90.00      -88.70      -90.00       18.67     -131.80       47.18
        4.52      161.00      -90.00      -90.00      -90.00       18.67     -131.80       47.18
        4.52      161.05      -90.00      -90.00      -90.00       18.67     -131.80       46.99
        4.52      161.10      -90.00      -90.00      -90.00       18.67     -131.80       46.99
        4.52      161.15      -90.00      -90.00      -90.00       18.67     -131.80       46.77
        4.52      161.20      -90.00      -90.00      -90.00       18.67     -131.80       46.77
        4.52      161.25      -90.00      -90.00      -90.00       18.67     -131.80       46.49
        4.52      161.30      -90.00      -90.00      -90.00       18.67     -131.80       46.49
        4.52      161.35      -90.00      -90.00      -90.00       18.67     -131.80       46.25
        4.52      161.40      -90.00      -90.00      -90.00       18.67     -131.80       46.25
        4.52      161.45      -90.00      -90.00      -90.00       18.67     -131.80       45.92
        4.52      161.50      -90.00      -90.00      -90.00       18.67     -131.80       45.92
        4.52      161.55      -90.00      -90.00      -90.00       18.67     -131.80       45.75
        4.52      161.60      -90.00      -90.00      -90.00       18.67     -131.80       45.75
        4.52      161.65      -90.00      -90.00      -90.00       18.67     -131.80       45.51
        4.55      161.75      -90.00      -90.00      -90.00       18.67     -131.80       45.28
        4.57      161.80      -90.00      -90.00      -90.00       18.67     -131.80       45.28
        4.59      161.86      -90.00      -90.00      -90.00       18.67     -131.80       45.12
        4.61      161.91      -90.00      -90.00      -90.00       18.67     -131.80       45.12
        4.63      161.96      -90.00      -90.00      -90.00       18.67     -131.80       44.76
        4.65      162.01      -90.00      -90.00      -90.00       18.67     -131.80       44.76
        4.67      162.06      -90.00      -90.00      -90.00       18.67     -131.80       44.72
        4.69      162.11      -90.00      -90.00      -90.00       18.67     -131.80       44.72
        4.71      162.16      -90.00      -90.00      -90.00       18.67     -131.80       44.47
        4.73      162.21      -90.00      -90.00      -90.00       18.67     -131.80       44.47
        4.75      162.26      -90.00      -90.00      -90.00       18.67     -131.80       44.22
        4.77      162.31      -90.00      -90.00      -90.00       18.67     -131.80       44.22
        4.79      162.36      -90.00      -90.00      -90.00       18.67     -131.80       44.09
        4.81      162.41      -90.00      -90.00      -90.00       18.67     -131.80       44.09
        4.83      162.46      -90.00      -90.00      -90.00       18.67     -131.80       43.94
        4.85      162.51      -90.00      -90.00      -90.00       18.67     -131.80       43.94
        4.87      162.56      -90.00      -90.00      -90.00       18.67     -131.80       43.82
        4.89      162.61      -90.00      -90.00      -90.00       18.67     -131.80       43.82
        4.91      162.66      -90.00      -90.00      -90.00       18.67     -131.80       43.59
        4.93      162.71      -90.00      -90.00      -90.00       18.67     -131.80       43.59
        4.95      162.76      -90.00      -90.00      -90.00       18.67     -131.80       43.27
        4.97      162.81      -90.00      -90.00      -90.00       18.67     -131.80       43.27
        4.99      162.86      -90.00      -90.00      -90.00       18.67     -131.80       43.11
        5.01      162.91      -90.00      -90.00      -90.00       18.67     -131.80       43.11
        5.03      162.96      -90.00      -90.00      -90.00       18.67     -131.80       43.10
        5.05      163.01      -90.00      -90.00      -90.00       18.67     -131.80       43.10
        5.07      163.06      -90.00      -90.00      -90.00       18.67     -131.80       42.75
        5.09      163.11      -90.00      -90.00      -90.00       18.67     -131.80       42.75
        5.11      163.16      -90.00      -90.00      -90.00       18.67     -131.80       42.54
        5.13      163.21      -90.00      -90.00      -90.00       18.67     -131.80       42.54
        5.15      163.26      -90.00      -90.00      -90.00       18.67     -131.80       42.52
        5.17      163.31      -90.00      -90.00      -90.00       18.67     -131.80       42.52
        5.19      163.36      -90.00      -90.00      -90.00       18.67     -131.80       42.28
        5.21      163.41      -90.00      -90.00      -90.00       18.67     -131.80       42.28
        5.23      163.46      -90.00      -90.00      -90.00       18.67     -131.80       42.27
        5.26      163.51      -90.00      -90.00      -90.00       18.67     -131.80       42.27
        5.27      163.56      -90.00      -90.00      -90.00       18.67     -131.80       41.75
        5.29      163.61      -90.00      -90.00      -90.00       18.67     -131.80       41.75
        5.32      163.66      -90.00      -90.00      -90.00       18.67     -131.80       41.80
        5.32      163.76      -90.00      -90.00      -90.00       18.67     -131.80       41.71
        5.32      163.81      -90.00      -90.00      -90.00       18.67     -131.80       41.71
        5.32      163.86      -90.00      -90.00      -90.00       18.67     -131.80       42.40
        5.32      163.91      -90.00      -90.00      -90.00       18.67     -131.80       42.40
        5.32      163.96      -90.00      -90.00      -90.00       18.67     -131.80       43.46
        5.32      164.01      -90.00      -90.00      -90.00       18.67     -131.80       43.46
        5.32      164.06      -90.00      -90.00      -90.00       18.67     -131.80       44.95
        5.32      164.11      -90.00      -90.00      -90.00       18.67     -131.80       44.95
        5.32      164.16      -90.00      -90.00      -90.00       18.67     -131.80       46.99
        5.32      164.21      -90.00      -90.00      -90.00       18.67     -131.80       46.99
        5.32      164.26      -90.00      -90.00      -90.00       18.67     -131.80       49.20
        5.32      164.31      -90.00      -90.00      -90.00       18.67     -131.80       49.20
        5.32      164.36      -90.00      -90.00      -90.00       18.67     -131.80       51.79
        5.32      164.41      -90.00      -91.43      -90.00       18.67     -131.80       51.79
        5.32      164.46      -99.46      -95.83      -90.00       18.67     -131.80       54.52
        5.32      164.51     -104.04     -100.73      -90.00       18.67     -131.80       54.52
        5.32      164.56     -105.26     -103.66      -90.00       18.67     -131.80       57.06
        5.32      164.66     -108.43     -107.81      180.00       18.67     -138.30       59.85
        5.32      164.71     -113.20     -110.47      180.00       18.67     -138.79       59.85
        5.32      164.76     -113.20     -112.85      180.00       18.67     -139.28       61.78
        5.32      164.81     -116.57     -114.88      180.00       18.67     -139.78       61.78
        5.32      164.86     -116.57     -116.57      180.00       18.67     -140.28       63.78
        5.32      164.92     -116.57     -116.57      180.00       18.67     -140.92       63.78
        5.32      164.97     -116.57     -116.57      180.00       18.67     -141.55       65.11
        5.32      165.02     -116.57     -116.57      180.00       18.67     -142.19       65.11
        5.32      165.07     -116.57     -116.57      180.00       18.67     -142.82       66.03
        5.32      165.12     -116.57     -116.57      180.00       18.67     -143.45       66.03
        5.32      165.17     -119.74     -118.15      180.00       18.67     -143.95       66.49
        5.32      165.22     -119.74     -119.57      180.00       18.67     -144.46       66.49
        5.32      165.27     -119.74     -119.57      180.00       18.67     -145.07       66.79
        5.32      165.32     -119.05     -119.88      180.00       18.67     -145.65       66.79
        5.32      165.37     -120.96     -120.18      180.00       18.67     -146.22       66.76
        5.32      165.42     -120.96     -120.66      180.00       18.67     -146.78       66.76
        5.32      165.47     -122.01     -121.22      180.00       18.67     -147.32       66.58
        5.32      165.52     -123.69     -121.91      180.00       18.67     -147.86       66.58
        5.32      165.57     -120.96     -121.65      180.00       18.67     -148.46       66.41
        5.32      165.62     -120.96     -121.22      180.00       18.67     -149.08       66.41
        5.32      165.67     -123.69     -122.17      180.00       18.67     -149.59       66.41
        5.32      165.72     -123.69     -122.59      180.00       18.67     -150.14       66.41
        5.32      165.77     -123.69     -123.01      180.00       18.67     -150.67       66.10
        5.32      165.82     -123.69     -123.69      180.00       18.67     -151.18       66.10
        5.32      165.87     -123.69     -123.69      180.00       18.67     -151.75       65.61
        5.32      165.92     -123.69     -123.69      180.00       18.67     -152.31       65.61
        5.32      165.97     -123.69     -123.69      180.00       18.67     -152.87       65.33
        5.32      166.02     -123.69     -123.69      180.00       18.67     -153.44       65.33
        5.32      166.07     -123.69     -123.69      180.00       18.67     -154.00       64.92
        5.32      166.12     -125.54     -124.15      180.00       18.67     -154.52       64.92
        5.32      166.17     -125.54     -124.61      180.00       18.67     -155.04       64.40
        5.32      166.22     -123.69     -124.61      180.00       18.67     -155.59       64.40
        5.32      166.27     -126.87     -125.41      180.00       18.67     -156.08       64.03
        5.32      166.32     -126.87     -125.74      180.00       18.67     -156.63       64.03
        5.32      166.37     -126.87     -126.54      180.00       18.67     -157.08       63.60
        5.32      166.42     -126.87     -126.87      180.00       18.67     -157.59       63.60
        5.32      166.47     -126.03     -126.33      180.00       18.67     -158.16       63.43
        5.32      166.52     -125.54     -125.99      180.00       18.67     -158.73       63.43
        5.32      166.57     -125.54     -126.20      180.00       18.67     -159.25       63.33
        5.32      166.62     -126.87     -126.54      180.00       18.67     -159.75       63.33
        5.32      166.67     -126.87     -126.54      180.00       18.67     -160.11       63.36
        5.32      166.72     -126.87     -126.54      180.00       18.67     -160.62       63.36
        5.32      166.77     -128.66     -127.76      180.00       18.67     -161.11       63.25
        5.32      166.82     -126.87     -128.21      180.00       18.67     -161.60       63.25
        5.32      166.87     -127.88     -127.57      180.00       18.67     -162.31       63.39
        5.32      166.92     -126.87     -127.32      180.00       18.67     -162.85       63.39
        5.32      166.97     -126.87     -127.32      180.00       18.67     -163.38       63.23
        5.32      167.02     -128.66     -127.32      180.00       18.67     -163.65       63.23
        5.32      167.07     -128.66     -128.02      180.00       18.67     -164.17       63.27
        5.32      167.12     -129.81     -128.75      180.00       18.67     -164.65       63.27
        5.32      167.17     -130.60     -129.43      180.00       18.67     -165.12       63.26
        5.32      167.22     -135.00     -130.89      180.00       18.67     -165.45       63.26
        5.32      167.27     -135.00     -133.57      180.00       18.67     -165.72       63.55
        5.32      167.32     -135.00     -135.00      180.00       18.67     -166.09       63.55
        5.32      167.37     -130.60     -133.90      180.00       18.67     -166.54       63.68
        5.32      167.42     -130.60     -131.50      180.00       18.67     -167.18       63.68
        5.32      167.47     -135.00     -131.30      180.00       18.67     -167.83       63.72
        5.32      167.52     -135.00     -132.40      180.00       18.67     -168.14       63.72
        5.32      167.57     -135.00     -133.70      180.00       18.67     -168.54       63.88
        5.32      167.62     -131.19     -134.05      180.00       18.67     -169.00       63.88
        5.32      167.67     -135.00     -133.29      180.00       18.67     -169.52       63.93
        5.32      167.72     -135.00     -134.25      180.00       18.67     -169.98       63.93
        5.32      167.77     -135.00     -133.90      180.00       18.67     -170.30       63.88
        5.32      167.82     -135.00     -133.90      180.00       18.67     -170.84       63.88
        5.32      167.87     -131.63     -134.16      180.00       18.67     -171.37       63.87
        5.32      167.92     -135.00     -133.41      180.00       18.67     -171.83       63.87
        5.32      167.97     -135.00     -134.25      180.00       18.67     -172.22       63.90
        5.32      168.02     -135.00     -135.00      180.00       18.67     -172.61       63.90
        5.32      168.07     -131.19     -134.05      180.00       18.67     -173.06       63.89
        5.32      168.12     -135.00     -134.05      180.00       18.67     -173.59       63.89
        5.32      168.17     -135.00     -135.00      180.00       18.67     -174.05       63.82
        5.32      168.22     -135.00     -135.00      180.00       18.67     -174.42       63.82
        5.32      168.27     -135.00     -135.00      180.00       18.67     -174.87       63.78
        5.32      168.32     -135.00     -135.00      180.00       18.67     -175.32       63.78
        5.32      168.37     -135.00     -134.25      180.00       18.67     -175.84       63.83
        5.32      168.42     -135.00     -134.25      180.00       18.67     -176.30       63.83
        5.32      168.47     -135.00     -135.00      180.00       18.67     -176.69       63.79
        5.32      168.52     -135.00     -135.00      180.00       18.67     -177.14       63.79
        5.32      168.57     -135.00     -135.00      180.00       18.67     -177.59       63.88
        5.32      168.62     -135.00     -135.00      180.00       18.67     -178.04       63.88
        5.32      168.67     -135.00     -135.00      180.00       18.67     -178.49       63.92
        5.32      168.72     -135.00     -135.00      180.00       18.67     -178.94       63.92
        5.32      168.77     -135.00     -135.00      180.00       18.67     -179.39       63.88
        5.32      168.82     -135.00     -135.00      180.00       18.67     -179.84       63.88
        5.32      168.87     -135.00     -135.00      180.00       18.67      179.71       63.95
        5.32      168.92     -135.00     -135.00      180.00       18.67      179.26       63.95
        5.32      168.97     -135.00     -135.00      180.00       18.67      178.81       63.94
        5.32      169.02     -137.73     -135.68      180.00       18.67      178.41       63.94
        5.32      169.07     -135.00     -135.68      180.00       18.67      177.97       63.77
        5.32      169.12     -135.00     -135.00      180.00       18.67      177.47       63.77
        5.32      169.17     -138.37     -135.84      180.00       18.67      177.09       63.82
        5.32      169.22     -135.00     -135.84      180.00       18.67      176.64       63.82
        5.32      169.27     -135.00     -135.00      180.00       18.67      176.13       63.99
        5.32      169.32     -135.00     -135.00      180.00       18.67      175.68       63.99
        5.32      169.37     -135.00     -135.00      180.00       18.67      175.23       63.99
        5.32      169.42     -135.00     -135.00      180.00       18.67      174.79       63.91
        5.32      169.47     -135.00     -135.00      180.00       18.67      174.34       63.91
        5.32      169.52     -135.00     -135.00      180.00       18.67      173.97       63.88
        5.32      169.57     -135.00     -135.00      180.00       18.67      173.53       63.88
        5.32      169.62     -135.00     -135.00      180.00       18.67      173.00       64.04
        5.32      169.67     -135.00     -135.00      180.00       18.67      172.55       64.04
        5.32      169.73     -139.40     -136.10      180.00       18.67      172.18       63.77
        5.32      169.78     -140.19     -138.50      180.00       18.67      171.93       63.77
        5.32      169.83     -135.00     -137.40      180.00       18.67      171.54       63.74
        5.32      169.88     -135.00     -136.30      180.00       18.67      170.93       63.74
        5.32      169.93     -140.19     -136.30      180.00       18.67      170.47       63.79
        5.32      169.98     -140.19     -138.90      180.00       18.67      170.23       63.79
        5.32      170.03     -140.19     -140.48      180.00       18.67      169.97       63.90
        5.32      170.08     -135.00     -139.18      180.00       18.67      169.60       63.90
        5.32      170.13     -139.40     -137.40      180.00       18.67      169.08       63.42
        5.32      170.18     -141.34     -139.27      180.00       18.67      168.68       63.42
        5.32      170.23     -141.34     -141.34      180.00       18.67      168.41       63.72
        5.32      170.28     -141.34     -141.34      180.00       18.67      168.06       63.72
        5.32      170.33     -141.34     -141.34      180.00       18.67      167.67       63.63
        5.32      170.38     -141.34     -141.34      180.00       18.67      167.29       63.63
        5.32      170.43     -141.34     -141.34      180.00       18.67      166.90       63.62
        5.32      170.48     -141.34     -141.54      180.00       18.67      166.55       63.62
        5.32      170.53     -143.13     -141.98      180.00       18.67      166.21       63.69
        5.32      170.58     -141.34     -142.24      180.00       18.67      165.83       63.69
        5.32      170.63     -143.13     -143.02      180.00       18.67      165.52       63.63
        5.32      170.68     -143.13     -143.02      180.00       18.67      165.15       63.63
        5.32      170.73     -143.13     -142.68      180.00       18.67      164.75       63.80
        5.32      170.78     -143.13     -143.13      180.00       18.67      164.41       63.80
        5.32      170.83     -141.34     -142.68      180.00       18.67      164.01       63.77
        5.32      170.88     -143.13     -142.43      180.00       18.67      163.61       63.77
        5.32      170.93     -143.13     -142.88      180.00       18.67      163.28       63.93
        5.32      170.98     -143.13     -143.13      180.00       18.67      162.93       63.93
        5.32      171.03     -143.13     -143.13      180.00       18.67      162.56       64.12
        5.32      171.08     -143.13     -143.13      180.00       18.67      162.19       64.12
        5.32      171.13     -144.46     -143.46      180.00       18.67      161.85       63.81
        5.32      171.18     -146.31     -144.26      180.00       18.67      161.55       63.81
        5.32      171.23     -143.13     -144.26      180.00       18.67      161.19       63.74
        5.32      171.28     -145.01     -144.27      180.00       18.67      160.84       63.74
        5.32      171.33     -144.46     -145.06      180.00       18.67      160.55       63.99
        5.32      171.38     -146.31     -145.39      180.00       18.67      160.23       63.99
        5.32      171.43     -146.31     -145.85      180.00       18.67      159.92       63.93
        5.32      171.48     -145.30     -146.06      180.00       18.67      159.60       63.93
        5.32      171.53     -146.31     -146.06      180.00       18.67      159.26       63.87
        5.32      171.58     -145.01     -145.98      180.00       18.67      158.91       63.87
        5.32      171.63     -146.31     -145.98      180.00       18.67      158.57       63.91
        5.32      171.69     -145.01     -145.98      180.00       18.67      158.23       63.91
        5.32      171.74     -146.31     -145.85      180.00       18.67      157.89       64.04
        5.32      171.79     -146.31     -146.31      180.00       18.67      157.58       64.04
        5.32      171.84     -146.31     -146.31      180.00       18.67      157.24       63.81
        5.32      171.89     -146.31     -146.31      180.00       18.67      156.90       63.81
        5.32      171.94     -146.31     -146.31      180.00       18.67      156.60       63.76
        5.32      171.99     -146.31     -146.31      180.00       18.67      156.26       63.76
        5.32      172.04     -146.31     -146.31      180.00       18.67      155.93       63.79
        5.32      172.09     -146.31     -146.31      180.00       18.67      155.60       63.79
        5.32      172.14     -147.99     -146.73      180.00       18.67      155.26       63.87
        5.32      172.19     -146.31     -146.73      180.00       18.67      154.96       63.87
        5.32      172.24     -147.99     -146.73      180.00       18.67      154.66       63.94
        5.32      172.29     -146.31     -147.15      180.00       18.67      154.36       63.94
        5.32      172.34     -147.53     -147.46      180.00       18.67      153.98       63.97
        5.32      172.39     -147.99     -147.88      180.00       18.67      153.67       63.97
        5.32      172.44     -149.04     -148.52      180.00       18.67      153.42       64.00
        5.32      172.49     -149.04     -149.04      180.00       18.67      153.13       64.00
        5.32      172.54     -149.04     -149.04      180.00       18.67      152.86       64.04
        5.32      172.59     -147.99     -148.52      180.00       18.67      152.55       64.04
        5.32      172.64     -147.99     -148.26      180.00       18.67      152.18       63.91
        5.32      172.69     -149.04     -148.78      180.00       18.67      151.86       63.91
        5.32      172.74     -149.04     -149.04      180.00       18.67      151.61       63.76
        5.32      172.79     -149.04     -149.04      180.00       18.67      151.30       63.76
        5.32      172.84     -149.04     -148.78      180.00       18.67      150.97       63.85
        5.32      172.89     -149.04     -148.78      180.00       18.67      150.65       63.85
        5.32      172.94     -149.04     -149.04      180.00       18.67      150.37       63.74
